,matrix,Tcsr,Topt,OptimumFormat,speedup,experiment,matrix_id
848,c-45,0.000178026,9.78914e-05,0,1.8186071503727599,archer2-square_set-openmp-1000,273
1169,usroads,0.0015171,0.000834337,0,1.8183300033439724,archer2-square_set-serial-1000,474
1896,rajat21,0.00114598,0.000630635,0,1.8171842666518667,a64fx-square_set-openmp-1000,8
2401,mawi_201512012345,0.801861,0.441495,0,1.8162402745217952,a64fx-square_set-serial-1000,1
2402,oscil_dcop_26,1.63048e-05,8.9781e-06,0,1.8160635323732193,a64fx-square_set-serial-1000,961
2403,oscil_dcop_16,1.63197e-05,8.98981e-06,0,1.8153553857089302,a64fx-square_set-serial-1000,962
2404,oscil_dcop_09,1.6269e-05,8.96516e-06,0,1.8146915392474867,a64fx-square_set-serial-1000,963
849,atmosmodj,0.00354259,0.00195326,5,1.813680718388745,archer2-square_set-openmp-1000,92
2405,oscil_dcop_40,1.62665e-05,8.9766e-06,0,1.8121003497983648,a64fx-square_set-serial-1000,964
2406,oscil_dcop_43,1.63049e-05,9.0002e-06,0,1.8116152974378346,a64fx-square_set-serial-1000,965
345,TSOPF_RS_b678_c2,0.00367903,0.002031,0,1.8114377154111276,cirrus-square_set-openmp-1000,296
2407,oscil_dcop_28,1.62681e-05,8.98203e-06,0,1.811182995380777,a64fx-square_set-serial-1000,966
2408,oscil_dcop_10,1.63287e-05,9.01713e-06,0,1.8108533424714959,a64fx-square_set-serial-1000,967
1897,soc-LiveJournal1,0.112275,0.0620076,0,1.8106651442726374,a64fx-square_set-openmp-1000,147
2409,oscil_dcop_34,1.62586e-05,8.98164e-06,0,1.810203927122441,a64fx-square_set-serial-1000,968
2410,oscil_dcop_22,1.6381e-05,9.05529e-06,0,1.8089978344150215,a64fx-square_set-serial-1000,969
2411,stufe,3.76459e-05,2.08132e-05,0,1.8087511771375857,a64fx-square_set-serial-1000,577
2412,oscil_dcop_11,1.63199e-05,9.02633e-06,0,1.8080327220476093,a64fx-square_set-serial-1000,970
2413,oscil_dcop_37,1.62973e-05,9.01707e-06,0,1.807383107816619,a64fx-square_set-serial-1000,971
2414,oscil_dcop_14,1.6364e-05,9.06095e-06,0,1.8059916454676388,a64fx-square_set-serial-1000,972
2415,t2d_q4,0.000684784,0.000379244,2,1.8056554619189757,a64fx-square_set-serial-1000,858
2416,cit-Patents,0.774158,0.42882,0,1.8053215801501796,a64fx-square_set-serial-1000,301
2417,fv3,0.000684122,0.000379236,2,1.8039479374321001,a64fx-square_set-serial-1000,856
2418,fv2,0.000683906,0.000379243,2,1.8033450848136947,a64fx-square_set-serial-1000,232
2419,ACTIVSg70K,0.00262911,0.00145833,0,1.8028224064512146,a64fx-square_set-serial-1000,476
2420,oscil_dcop_39,1.62944e-05,9.03908e-06,0,1.8026613327905054,a64fx-square_set-serial-1000,973
1898,c-71,0.000598782,0.000332173,0,1.8026209234344752,a64fx-square_set-openmp-1000,210
3908,halfb,0.000490109,0.000271963,3,1.8021164643719916,instinct-square_set-hip-1000,1449
2421,b1_ss,3.5736e-07,1.9832e-07,0,1.8019362646228319,a64fx-square_set-serial-1000,22
2422,oscil_dcop_36,1.63341e-05,9.06573e-06,0,1.801741282831057,a64fx-square_set-serial-1000,974
2423,oscil_dcop_13,1.62921e-05,9.0447e-06,0,1.8012869415237653,a64fx-square_set-serial-1000,975
2424,aug3dcqp,0.00132081,0.000733434,0,1.800857336856486,a64fx-square_set-serial-1000,976
2425,t2d_q9,0.000683092,0.00037932,2,1.8008330697036805,a64fx-square_set-serial-1000,260
2426,oscil_dcop_31,1.62771e-05,9.03887e-06,0,1.800789257949279,a64fx-square_set-serial-1000,977
2427,oscil_dcop_41,1.62918e-05,9.04787e-06,0,1.8006226879917593,a64fx-square_set-serial-1000,978
2428,oscil_dcop_12,1.62899e-05,9.05036e-06,0,1.7999173513539795,a64fx-square_set-serial-1000,979
2429,oscil_dcop_47,1.6346e-05,9.082e-06,0,1.7998238273508036,a64fx-square_set-serial-1000,980
3909,consph,0.00021357,0.000118681,3,1.7995298320708455,instinct-square_set-hip-1000,1450
2430,fv1,0.00066898,0.000371777,2,1.799412013115389,a64fx-square_set-serial-1000,254
2431,oscil_dcop_24,1.63288e-05,9.0757e-06,0,1.7991780248355498,a64fx-square_set-serial-1000,850
2432,oscil_dcop_35,1.63137e-05,9.07079e-06,0,1.7984872320933456,a64fx-square_set-serial-1000,981
2433,shl_400,2.59728e-05,1.44417e-05,0,1.7984586302166643,a64fx-square_set-serial-1000,982
2434,Ragusa18,9.6611e-07,5.3754e-07,0,1.7972802024035421,a64fx-square_set-serial-1000,236
1899,vsp_befref_fxm_2_4_air02,0.000287916,0.000160202,0,1.7972060273904196,a64fx-square_set-openmp-1000,276
2435,oscil_dcop_30,1.62875e-05,9.06308e-06,0,1.7971263632230985,a64fx-square_set-serial-1000,983
2436,oscil_dcop_27,1.62965e-05,9.07057e-06,0,1.7966346106143272,a64fx-square_set-serial-1000,984
2437,oscil_dcop_15,1.63249e-05,9.08742e-06,0,1.796428469246497,a64fx-square_set-serial-1000,985
2438,oscil_dcop_44,1.63609e-05,9.10769e-06,0,1.7963830565159773,a64fx-square_set-serial-1000,986
2439,oscil_dcop_04,1.62909e-05,9.06988e-06,0,1.7961538631161604,a64fx-square_set-serial-1000,987
2440,oscil_dcop_02,1.62625e-05,9.05453e-06,0,1.796062302515978,a64fx-square_set-serial-1000,988
3910,gearbox,0.000348989,0.000194314,3,1.796005434502918,instinct-square_set-hip-1000,1451
2441,oscil_dcop_05,1.6279e-05,9.06509e-06,0,1.7957902238146561,a64fx-square_set-serial-1000,989
2442,oscil_dcop_33,1.63165e-05,9.08719e-06,0,1.7955495593247197,a64fx-square_set-serial-1000,990
2443,oscil_dcop_53,1.63086e-05,9.09349e-06,0,1.7934368432801926,a64fx-square_set-serial-1000,991
2444,oscil_dcop_54,1.63166e-05,9.09977e-06,0,1.7930782865940567,a64fx-square_set-serial-1000,992
3260,ASIC_100k,0.00142116,0.000792716,0,1.7927731999858716,ampere-square_set-cuda-1000,24
2445,oscil_dcop_17,1.63419e-05,9.11755e-06,0,1.7923564992788632,a64fx-square_set-serial-1000,993
346,as-22july06,6.21098e-05,3.46591e-05,0,1.7920199889783635,cirrus-square_set-openmp-1000,132
3911,lowThrust_8,0.000306463,0.000171028,0,1.7918878780082794,instinct-square_set-hip-1000,875
2446,oscil_dcop_48,1.62976e-05,9.10173e-06,0,1.7906046432930884,a64fx-square_set-serial-1000,994
2447,oscil_dcop_29,1.62743e-05,9.09122e-06,0,1.7901117781771865,a64fx-square_set-serial-1000,297
1414,mycielskian17,0.0438331,0.0244908,0,1.789778202427034,xci-square_set-openmp-1000,192
2448,oscil_dcop_38,1.6338e-05,9.12963e-06,0,1.7895577367319375,a64fx-square_set-serial-1000,995
2449,p2p-Gnutella04,0.000659527,0.000368583,0,1.7893581635615317,a64fx-square_set-serial-1000,571
2450,oscil_dcop_32,1.62802e-05,9.1048e-06,0,1.7880897987874529,a64fx-square_set-serial-1000,996
2451,oscil_dcop_20,1.624e-05,9.0879e-06,0,1.7869914941845753,a64fx-square_set-serial-1000,997
2452,oscil_dcop_45,1.63385e-05,9.14418e-06,0,1.786764914951368,a64fx-square_set-serial-1000,998
850,loc-Gowalla,0.00140623,0.000788129,0,1.7842637436257263,archer2-square_set-openmp-1000,78
851,c-56,0.000286935,0.000160953,0,1.7827253918845873,archer2-square_set-openmp-1000,291
2453,ASIC_680ks,0.0327848,0.0183984,0,1.781937559787808,a64fx-square_set-serial-1000,877
347,oscil_dcop_29,4.31534e-05,2.42187e-05,3,1.7818214850508078,cirrus-square_set-openmp-1000,297
1415,email-EuAll,0.000467136,0.000262169,0,1.7818124949936873,xci-square_set-openmp-1000,270
2454,oscil_dcop_51,1.62806e-05,9.13732e-06,0,1.781769709280183,a64fx-square_set-serial-1000,999
2455,oscil_dcop_42,1.63062e-05,9.15312e-06,0,1.7814909014631075,a64fx-square_set-serial-1000,1000
2456,EVA,0.000154482,8.67602e-05,0,1.7805629770332478,a64fx-square_set-serial-1000,518
1416,soc-sign-epinions,0.000619848,0.000348222,0,1.7800368730292746,xci-square_set-openmp-1000,285
2457,oscil_dcop_55,1.62908e-05,9.15297e-06,0,1.779837582773679,a64fx-square_set-serial-1000,1001
2458,oscil_dcop_25,1.62959e-05,9.15819e-06,0,1.779379986656752,a64fx-square_set-serial-1000,1002
3912,CO,0.00046813,0.000263201,5,1.7786026648834918,instinct-square_set-hip-1000,384
2459,oscil_dcop_01,1.63322e-05,9.19298e-06,0,1.7765947494718795,a64fx-square_set-serial-1000,1003
3913,vas_stokes_4M,0.00773651,0.00435516,4,1.7764008670175149,instinct-square_set-hip-1000,116
852,indochina-2004,0.160576,0.0904146,0,1.7759963545710538,archer2-square_set-openmp-1000,124
2460,oscil_dcop_07,1.63193e-05,9.1942e-06,0,1.7749559504905266,a64fx-square_set-serial-1000,1004
3914,majorbasis,8.75435e-05,4.93805e-05,2,1.7728354309899659,instinct-square_set-hip-1000,134
2461,oscil_dcop_50,1.62629e-05,9.17763e-06,0,1.7720152152570978,a64fx-square_set-serial-1000,1005
2462,oscil_dcop_03,1.63097e-05,9.21351e-06,0,1.7701939868736238,a64fx-square_set-serial-1000,1006
2463,rw496,1.79783e-05,1.01641e-05,0,1.7688039275489222,a64fx-square_set-serial-1000,799
3915,crashbasis,8.77656e-05,4.96606e-05,2,1.767308490030326,instinct-square_set-hip-1000,131
1900,coAuthorsCiteseer,0.00102083,0.000577916,0,1.7663985769558204,a64fx-square_set-openmp-1000,380
2464,shl_200,2.60795e-05,1.47659e-05,0,1.766197793564903,a64fx-square_set-serial-1000,1007
3916,c-71,0.000321573,0.000182105,4,1.7658658466269461,instinct-square_set-hip-1000,210
1901,Wordnet3,0.000114533,6.4867e-05,0,1.7656589637257774,a64fx-square_set-openmp-1000,480
1417,wikipedia-20060925,0.0292525,0.0165761,0,1.7647395949590072,xci-square_set-openmp-1000,122
1418,wikipedia-20061104,0.0311271,0.0176423,0,1.7643447849770155,xci-square_set-openmp-1000,117
2465,dwt_878,6.9604e-05,3.95e-05,5,1.7621265822784813,a64fx-square_set-serial-1000,1008
2466,lp1,0.021984,0.0124816,0,1.7613126522240738,a64fx-square_set-serial-1000,2
2467,shl_0,2.58087e-05,1.46716e-05,0,1.7590923961940075,a64fx-square_set-serial-1000,1009
1902,c-40,0.000137919,7.84057e-05,0,1.7590430287593886,a64fx-square_set-openmp-1000,362
2468,bwm2000,7.52613e-05,4.28137e-05,2,1.7578789032482594,a64fx-square_set-serial-1000,778
2469,mawi_201512020030,3.02663,1.72225,0,1.7573697198432283,a64fx-square_set-serial-1000,321
3917,matrix-new_3,0.000358397,0.000204077,4,1.7561851654032548,instinct-square_set-hip-1000,213
348,enron,9.76037e-05,5.56081e-05,0,1.7552065256680232,cirrus-square_set-openmp-1000,298
853,TSOPF_FS_b300_c1,0.0031025,0.0017679,0,1.7549069517506646,archer2-square_set-openmp-1000,266
2470,oscil_dcop_49,1.63632e-05,9.3268e-06,0,1.7544280996697688,a64fx-square_set-serial-1000,1010
854,TSOPF_FS_b300,0.00310102,0.00176799,0,1.75398050893953,archer2-square_set-openmp-1000,265
3918,gsm_106857,0.00126232,0.000720561,4,1.7518572334611504,instinct-square_set-hip-1000,335
2471,biplane-9,0.000800089,0.000456717,0,1.7518266234889441,a64fx-square_set-serial-1000,802
2472,stufe-10,0.00088581,0.000505715,0,1.7515992209050553,a64fx-square_set-serial-1000,810
855,vsp_vibrobox_scagr7-2c_rlfddd,0.000605053,0.000345546,0,1.7510056548187507,archer2-square_set-openmp-1000,272
856,soc-sign-epinions,0.000625801,0.000357465,0,1.7506637013413902,archer2-square_set-openmp-1000,285
1419,soc-Epinions1,0.000467808,0.000267889,0,1.7462755096327212,xci-square_set-openmp-1000,282
2473,p2p-Gnutella05,0.000506037,0.000289967,0,1.7451537588760098,a64fx-square_set-serial-1000,564
3261,Stanford,0.00186068,0.00106787,0,1.7424218303726107,ampere-square_set-cuda-1000,36
3919,TEM181302,0.000392101,0.000225339,3,1.7400494366265937,instinct-square_set-hip-1000,1452
592,USpowerGrid,3.6486e-05,2.09738e-05,0,1.739598928186595,cirrus-square_set-serial-1000,473
1903,vsp_sctap1-2b_and_seymourl,0.000232257,0.000133546,0,1.73915355008761,a64fx-square_set-openmp-1000,338
3920,shipsec1,0.000314657,0.000180942,3,1.7389937106918238,instinct-square_set-hip-1000,713
2474,494_bus,1.79577e-05,1.0331e-05,0,1.7382344400348466,a64fx-square_set-serial-1000,1011
593,usroads,0.00090449,0.000521547,0,1.7342444688589906,cirrus-square_set-serial-1000,474
1420,wikipedia-20070206,0.0356808,0.0205873,0,1.7331461629256872,xci-square_set-openmp-1000,118
3921,indochina-2004,0.0114788,0.0066247,4,1.7327275197367429,instinct-square_set-hip-1000,124
857,c-66b,0.000342755,0.000197836,0,1.7325208758769888,archer2-square_set-openmp-1000,284
1904,c-63,0.000323211,0.000187003,0,1.7283733416041454,a64fx-square_set-openmp-1000,313
2475,shock-9,0.00134661,0.000779555,0,1.7274085856674641,a64fx-square_set-serial-1000,801
2476,dwt_234,8.85732e-06,5.12766e-06,0,1.7273610184762642,a64fx-square_set-serial-1000,1012
1421,web-NotreDame,0.000790148,0.00045775,0,1.7261561987984708,xci-square_set-openmp-1000,75
858,c-66,0.000342863,0.000199049,0,1.7225055137177279,archer2-square_set-openmp-1000,286
2477,Hamrle2,0.000209711,0.000121854,0,1.72100218294024,a64fx-square_set-serial-1000,1013
2478,p2p-Gnutella09,0.00040643,0.000236167,0,1.7209432308493566,a64fx-square_set-serial-1000,560
3922,com-LiveJournal,0.00745429,0.00433792,0,1.7184019069046914,instinct-square_set-hip-1000,125
859,as-22july06,9.12897e-05,5.31702e-05,0,1.7169335454822436,archer2-square_set-openmp-1000,132
349,soc-Slashdot0811,0.000249232,0.000145227,0,1.7161547095237113,cirrus-square_set-openmp-1000,299
350,c-72,0.000171352,9.98571e-05,0,1.7159721241654324,cirrus-square_set-openmp-1000,108
2479,bwm200,7.39604e-06,4.31197e-06,2,1.715234567958497,a64fx-square_set-serial-1000,392
1422,preferentialAttachment,0.000787818,0.000459418,0,1.7148174429386747,xci-square_set-openmp-1000,277
1170,ACTIVSg70K,0.00104094,0.000607427,0,1.7136874060586704,archer2-square_set-serial-1000,476
2480,bfly,0.00195374,0.00114054,0,1.712995598576113,a64fx-square_set-serial-1000,794
2481,G57,0.000187297,0.000109375,0,1.7124297142857143,a64fx-square_set-serial-1000,788
3923,water_tank,0.000140564,8.20885e-05,3,1.7123470400847867,instinct-square_set-hip-1000,180
2482,rw5151,0.000189286,0.00011055,0,1.7122207146087742,a64fx-square_set-serial-1000,792
2483,L-9,0.000663798,0.000388715,0,1.7076727165146701,a64fx-square_set-serial-1000,791
2484,G32,7.49756e-05,4.39135e-05,0,1.7073473988636751,a64fx-square_set-serial-1000,772
2485,G33,7.49606e-05,4.39154e-05,0,1.7069319646411054,a64fx-square_set-serial-1000,779
2486,mycielskian3,2.9136e-07,1.7085e-07,0,1.7053555750658471,a64fx-square_set-serial-1000,23
3924,shipsec5,0.000395609,0.0002321,3,1.7044765187419215,instinct-square_set-hip-1000,448
2487,can_62,2.25775e-06,1.32565e-06,0,1.7031267680006037,a64fx-square_set-serial-1000,219
63,bloweybq,0.000238214,0.000139922,0,1.7024770943811551,cirrus-square_set-cuda-1000,63
2488,G48,0.000112513,6.60986e-05,0,1.7021994414405144,a64fx-square_set-serial-1000,795
2489,grid1,9.01306e-06,5.29971e-06,0,1.7006704140415232,a64fx-square_set-serial-1000,775
2490,p2p-Gnutella06,0.000488949,0.000287842,0,1.6986714933887341,a64fx-square_set-serial-1000,583
2491,mawi_201512020130,5.84899,3.44397,0,1.698327801926265,a64fx-square_set-serial-1000,326
2492,gre_115,4.2103e-06,2.48029e-06,0,1.697503114555153,a64fx-square_set-serial-1000,824
3925,TEM152078,0.000330902,0.000195017,3,1.696785408451571,instinct-square_set-hip-1000,1453
2493,grid2_dual,0.000116256,6.85701e-05,0,1.6954328490114499,a64fx-square_set-serial-1000,806
2494,G34,7.48021e-05,4.413e-05,0,1.695039655563109,a64fx-square_set-serial-1000,261
2495,commanche_dual,0.0003046,0.000179884,0,1.6933134686798157,a64fx-square_set-serial-1000,774
860,c-70,0.000402966,0.000238089,0,1.6925015435404407,archer2-square_set-openmp-1000,310
2496,oscil_trans_01,1.62897e-05,9.62825e-06,0,1.6918650845169163,a64fx-square_set-serial-1000,1014
861,c-39,0.000104822,6.19816e-05,0,1.6911793177330043,archer2-square_set-openmp-1000,341
351,TSOPF_FS_b300_c3,0.00641888,0.00379874,0,1.6897392293234073,cirrus-square_set-openmp-1000,98
3926,CurlCurl_4,0.00123249,0.000729745,3,1.6889324353027428,instinct-square_set-hip-1000,1454
3927,Si87H76,0.000533082,0.000315799,5,1.688042077397332,instinct-square_set-hip-1000,339
2497,p2p-Gnutella08,0.000312446,0.00018522,0,1.686891264442285,a64fx-square_set-serial-1000,547
2498,G67,0.000366297,0.000217279,0,1.6858371034476411,a64fx-square_set-serial-1000,781
2499,grid2,0.000120768,7.16513e-05,0,1.685496285482608,a64fx-square_set-serial-1000,780
2500,netz4504_dual,2.20683e-05,1.31063e-05,0,1.6837932902497272,a64fx-square_set-serial-1000,805
2501,L,3.49723e-05,2.07702e-05,0,1.683772905412562,a64fx-square_set-serial-1000,804
352,c-59,0.000125359,7.44865e-05,0,1.6829761097648566,cirrus-square_set-openmp-1000,300
353,cit-Patents,0.0141852,0.00842925,0,1.6828543464721062,cirrus-square_set-openmp-1000,301
354,brainpc2,6.54285e-05,3.88869e-05,0,1.6825331924118405,cirrus-square_set-openmp-1000,54
2502,G65,0.0002935,0.000174555,0,1.6814184640944112,a64fx-square_set-serial-1000,785
2503,G62,0.000256796,0.000152843,0,1.6801292829897345,a64fx-square_set-serial-1000,783
2504,G66,0.000330083,0.000196484,0,1.679948494533906,a64fx-square_set-serial-1000,784
1423,mycielskian16,0.0138032,0.00821962,0,1.6792990430214534,xci-square_set-openmp-1000,230
2505,descriptor_xingo6u,0.000829678,0.000494288,0,1.6785315443628008,a64fx-square_set-serial-1000,629
2506,grid1_dual,8.14902e-06,4.85806e-06,0,1.677422674894917,a64fx-square_set-serial-1000,797
355,exdata_1,0.00048939,0.000291835,0,1.6769407370603253,cirrus-square_set-openmp-1000,302
1905,mycielskian18,0.190459,0.113764,0,1.6741587848528532,a64fx-square_set-openmp-1000,365
2507,G49,0.000110596,6.60881e-05,0,1.6734631499468133,a64fx-square_set-serial-1000,787
2508,dwt_361,2.89251e-05,1.72858e-05,5,1.6733445949854793,a64fx-square_set-serial-1000,1015
862,Wordnet3,6.60452e-05,3.94716e-05,0,1.6732334133908935,archer2-square_set-openmp-1000,480
2509,bcspwr09,6.62182e-05,3.95805e-05,0,1.6730005937267087,a64fx-square_set-serial-1000,1016
3928,email-EuAll,0.000278812,0.000166842,0,1.6711139880845352,instinct-square_set-hip-1000,270
1906,poli4,0.00010194,6.10419e-05,0,1.6700004423191286,a64fx-square_set-openmp-1000,660
356,c-58,0.000143207,8.57562e-05,0,1.6699317367140805,cirrus-square_set-openmp-1000,303
3262,c-73b,0.00134063,0.00080324,0,1.6690279368557344,ampere-square_set-cuda-1000,29
357,soc-sign-Slashdot090221,0.000159415,9.55435e-05,0,1.6685070151292343,cirrus-square_set-openmp-1000,304
358,mycielskian13,0.000276458,0.000165877,0,1.6666445619344452,cirrus-square_set-openmp-1000,305
2510,dictionary28,0.00265843,0.00159535,0,1.6663616134390573,a64fx-square_set-serial-1000,485
2511,G50,0.000110513,6.63434e-05,0,1.6657723300283074,a64fx-square_set-serial-1000,786
1424,webbase-1M,0.00148829,0.000894525,0,1.6637768648165228,xci-square_set-openmp-1000,68
3263,c-73,0.00133893,0.000804877,0,1.6635212585277004,ampere-square_set-cuda-1000,28
2512,G13,2.9805e-05,1.79185e-05,0,1.6633646789630827,a64fx-square_set-serial-1000,773
3929,vas_stokes_2M,0.00321177,0.00193227,4,1.66217454082504,instinct-square_set-hip-1000,170
2513,barth5,0.000581349,0.000349864,0,1.6616428097775133,a64fx-square_set-serial-1000,574
2514,mc2depi,0.019506,0.011742,0,1.6612161471640263,a64fx-square_set-serial-1000,798
359,net150,0.000632121,0.000380719,0,1.6603347875992531,cirrus-square_set-openmp-1000,306
2515,ch5-5-b3,2.20324e-05,1.3279e-05,0,1.6591912041569397,a64fx-square_set-serial-1000,770
2516,G11,2.9949e-05,1.80703e-05,0,1.6573604201369099,a64fx-square_set-serial-1000,782
360,memplus,6.09457e-05,3.67925e-05,0,1.6564707481144256,cirrus-square_set-openmp-1000,307
2517,geom,0.000390498,0.000235801,0,1.6560489565353835,a64fx-square_set-serial-1000,506
863,c-68,0.000349446,0.000211298,0,1.6538064723755075,archer2-square_set-openmp-1000,287
361,c-71,0.000185074,0.000111924,0,1.6535684929059005,cirrus-square_set-openmp-1000,210
2518,barth4,0.000216186,0.000130782,0,1.653025645731064,a64fx-square_set-serial-1000,819
1907,Lin,0.000305296,0.000184742,2,1.652553290534908,a64fx-square_set-openmp-1000,130
362,sx-askubuntu,0.000194572,0.000117861,0,1.6508599112513893,cirrus-square_set-openmp-1000,65
1908,c-60,0.000229896,0.000139262,0,1.6508164466975916,a64fx-square_set-openmp-1000,322
64,af_shell10,0.00161419,0.000978647,5,1.6494098484949118,cirrus-square_set-cuda-1000,64
2519,G12,2.98591e-05,1.81096e-05,0,1.6487995317400717,a64fx-square_set-serial-1000,777
1425,c-57,0.000408091,0.000247579,0,1.6483263927877567,xci-square_set-openmp-1000,178
1909,mycielskian17,0.0621813,0.037737,0,1.6477541934970985,a64fx-square_set-openmp-1000,192
1910,c-59,0.00033738,0.000204809,0,1.6472908905370371,a64fx-square_set-openmp-1000,300
1426,c-67,0.000450707,0.000273709,0,1.646664888622588,xci-square_set-openmp-1000,268
1427,c-67b,0.000450469,0.000273739,0,1.64561498361578,xci-square_set-openmp-1000,267
2520,qh882,3.44926e-05,2.09809e-05,0,1.644000019064959,a64fx-square_set-serial-1000,1017
864,TSOPF_FS_b162_c4,0.00176921,0.00107662,0,1.6433003288068215,archer2-square_set-openmp-1000,94
363,case9,6.20883e-05,3.77834e-05,0,1.6432692663974124,cirrus-square_set-openmp-1000,308
865,roadNet-PA,0.000757519,0.00046105,0,1.6430300401257998,archer2-square_set-openmp-1000,375
2521,hugebubbles-00000,1.58668,0.965846,0,1.6427877736202252,a64fx-square_set-serial-1000,860
866,sx-superuser,0.000621139,0.000378403,0,1.6414748297450075,archer2-square_set-openmp-1000,40
364,loc-Brightkite,0.000128214,7.81124e-05,0,1.641403925625125,cirrus-square_set-openmp-1000,309
3930,denormal,5.8894e-05,3.58853e-05,2,1.6411734052662232,instinct-square_set-hip-1000,121
2522,bauru5727,0.00160576,0.000979042,0,1.640133926838685,a64fx-square_set-serial-1000,859
867,sx-mathoverflow,0.000176625,0.000107838,0,1.6378734768819896,archer2-square_set-openmp-1000,314
1552,GAP-road,0.700454,0.427931,0,1.6368386492214866,xci-square_set-serial-1000,194
1911,as-caida,0.00011987,7.32414e-05,0,1.6366426638485885,a64fx-square_set-openmp-1000,191
3264,channel-500x100x100-b050,0.00317687,0.00194224,5,1.635673243265508,ampere-square_set-cuda-1000,42
2523,juba40k,0.00160729,0.00098265,0,1.635668854627792,a64fx-square_set-serial-1000,675
365,c-70,0.000153985,9.42112e-05,0,1.6344659658299652,cirrus-square_set-openmp-1000,310
2524,fd12,0.000274698,0.000168134,0,1.633803989674902,a64fx-square_set-serial-1000,1018
594,GD01_Acap,1.80073e-06,1.10224e-06,0,1.6337004645086368,cirrus-square_set-serial-1000,475
1912,c-58,0.000382923,0.000234552,0,1.6325718817149288,a64fx-square_set-openmp-1000,303
366,TSOPF_FS_b9_c6,6.23198e-05,3.81738e-05,0,1.6325280689897261,cirrus-square_set-openmp-1000,311
2525,bips07_3078,0.000830951,0.000509741,0,1.6301435434858096,a64fx-square_set-serial-1000,668
3931,rajat23,0.000268468,0.000164708,0,1.6299633290429123,instinct-square_set-hip-1000,1209
2526,bcspwr07,6.0895e-05,3.7366e-05,0,1.6296900925975486,a64fx-square_set-serial-1000,487
868,c-43,0.000114393,7.02087e-05,0,1.6293279892662875,archer2-square_set-openmp-1000,292
367,mult_dcop_02,6.54701e-05,4.01898e-05,0,1.629022786876272,cirrus-square_set-openmp-1000,46
2527,hep-th,0.000450231,0.000276388,0,1.6289817213482494,a64fx-square_set-serial-1000,511
595,odepb400,7.46974e-07,4.58611e-07,0,1.6287747132101063,cirrus-square_set-serial-1000,239
3932,radiation,0.00047668,0.0002927,5,1.6285616672360779,instinct-square_set-hip-1000,694
2528,debr,0.0394454,0.0242227,0,1.6284476957564598,a64fx-square_set-serial-1000,680
2529,cdde3,3.62001e-05,2.22388e-05,2,1.6277901685342733,a64fx-square_set-serial-1000,906
596,bcsstm19,1.4341e-06,8.82217e-07,0,1.6255637785261448,cirrus-square_set-serial-1000,453
1428,fp,0.000552958,0.000340203,0,1.6253766133749554,xci-square_set-openmp-1000,278
3933,c-65,0.000251932,0.000155065,0,1.6246864218231065,instinct-square_set-hip-1000,351
2530,cdde6,3.61712e-05,2.22777e-05,2,1.6236505563859824,a64fx-square_set-serial-1000,766
2531,pde900,3.35324e-05,2.06547e-05,2,1.6234755285721891,a64fx-square_set-serial-1000,765
2532,cdde4,3.61135e-05,2.22519e-05,2,1.6229400635451354,a64fx-square_set-serial-1000,252
2533,cdde2,3.62483e-05,2.23389e-05,2,1.6226537564517503,a64fx-square_set-serial-1000,905
368,sx-superuser,0.000289363,0.000178476,0,1.6212992223043994,cirrus-square_set-openmp-1000,40
369,rajat24,0.000323045,0.000199357,0,1.6204346975526318,cirrus-square_set-openmp-1000,18
597,ACTIVSg70K,0.000603902,0.000372767,0,1.6200522041918948,cirrus-square_set-serial-1000,476
2534,cdde5,3.62019e-05,2.23629e-05,2,1.6188374495257773,a64fx-square_set-serial-1000,244
2535,cdde1,3.61163e-05,2.23148e-05,2,1.6184908670478786,a64fx-square_set-serial-1000,207
2536,1138_bus,4.32311e-05,2.67359e-05,0,1.6169681963203035,a64fx-square_set-serial-1000,550
2537,fd15,0.000420289,0.000259928,0,1.6169439229325047,a64fx-square_set-serial-1000,1019
3934,shermanACa,0.000189754,0.000117361,0,1.6168403473044708,instinct-square_set-hip-1000,1455
869,TSOPF_FS_b162_c3,0.00130672,0.000808278,0,1.6166714917392284,archer2-square_set-openmp-1000,127
870,circuit5M,0.0599133,0.0370711,0,1.6161727059623263,archer2-square_set-openmp-1000,21
3935,wikipedia-20061104,0.00376114,0.00232843,0,1.615311604815262,instinct-square_set-hip-1000,117
1429,c-53,0.00038506,0.000238426,0,1.6150084302886432,xci-square_set-openmp-1000,264
1430,analytics,0.000954688,0.000591177,0,1.6148936782046661,xci-square_set-openmp-1000,37
871,internet,0.000107466,6.6584e-05,0,1.6139913492730988,archer2-square_set-openmp-1000,405
598,bcsstm06,7.61863e-07,4.72161e-07,0,1.613566135280127,cirrus-square_set-serial-1000,409
2538,pde2961,0.000109181,6.76699e-05,2,1.6134352200904685,a64fx-square_set-serial-1000,251
1913,com-DBLP,0.00143863,0.000893051,0,1.6109158379532635,a64fx-square_set-openmp-1000,385
1914,mycielskian16,0.0203281,0.0126214,0,1.6106057965043499,a64fx-square_set-openmp-1000,230
2539,chem_master1,0.00148034,0.000920185,2,1.6087417204149164,a64fx-square_set-serial-1000,238
2540,Hamrle3,0.0519697,0.0323076,0,1.6085905483539478,a64fx-square_set-serial-1000,679
872,sx-askubuntu,0.000398862,0.000248123,0,1.6075172394336679,archer2-square_set-openmp-1000,65
